SURVEY: DES   
SNID:   93891   
IAUC:    UNKNOWN 
SNTYPE:  -9 
FILTERS: griz 
RA:      34.500000  deg 
DECL:    -5.500000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0227    MW E(B-V) 
REDSHIFT_SPEC:    -9.0000 +-  9.0000  
 


# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 108 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56194.121  g NULL   4.124e+00   3.771e+00  
OBS:  56194.129  r NULL  -4.309e+00   2.350e+00  
OBS:  56200.156  i NULL  -1.928e+01   8.073e+00  
OBS:  56200.180  z NULL   4.544e+00   5.636e+00  
OBS:  56207.156  g NULL   5.143e-01   2.281e+00  
OBS:  56207.172  r NULL   4.120e+00   1.605e+00  
OBS:  56209.191  i NULL   1.695e+00   2.140e+00  
OBS:  56209.215  z NULL   1.129e+00   2.200e+00  
OBS:  56215.164  g NULL   8.106e+00   1.615e+00  
OBS:  56215.180  r NULL   1.073e+01   1.121e+00  
OBS:  56217.152  i NULL   9.327e+00   1.410e+00  
OBS:  56217.191  z NULL   6.358e+00   1.822e+00  
OBS:  56221.062  g NULL   3.912e+00   4.493e+00  
OBS:  56221.074  r NULL   4.260e+00   3.585e+00  
OBS:  56221.195  i NULL   1.933e+00   1.346e+01  
OBS:  56221.227  z NULL   1.286e+01   4.021e+00  
OBS:  56222.047  g NULL  -8.915e-01   6.423e+00  
OBS:  56222.062  r NULL   8.437e+00   3.133e+00  
OBS:  56222.191  i NULL   1.035e+01   9.795e+00  
OBS:  56222.211  z NULL   4.237e+00   4.836e+00  
OBS:  56228.031  g NULL  -2.184e+01   2.612e+01  
OBS:  56228.047  r NULL   4.081e+00   1.164e+01  
OBS:  56228.156  i NULL   1.798e+00   5.180e+00  
OBS:  56228.188  z NULL   9.415e+00   2.849e+00  
OBS:  56229.031  g NULL  -4.833e+01   3.076e+01  
OBS:  56229.156  r NULL   9.609e+00   3.602e+00  
OBS:  56229.172  i NULL   1.154e+01   7.057e+00  
OBS:  56229.199  z NULL   7.842e+00   2.930e+00  
OBS:  56230.035  g NULL   8.340e+00   9.317e+00  
OBS:  56230.043  r NULL   1.372e+01   3.874e+00  
OBS:  56230.191  i NULL   1.202e+01   6.322e+00  
OBS:  56230.215  z NULL   9.292e+00   2.927e+00  
OBS:  56231.035  g NULL   1.256e+01   7.700e+00  
OBS:  56231.156  r NULL   1.612e+01   2.674e+00  
OBS:  56231.172  i NULL   1.003e+01   4.795e+00  
OBS:  56231.191  z NULL   6.816e+00   3.021e+00  
OBS:  56235.145  g NULL  -3.377e-01   3.790e+00  
OBS:  56235.160  r NULL   8.292e+00   1.768e+00  
OBS:  56235.172  i NULL   2.748e+00   3.202e+00  
OBS:  56235.195  z NULL   6.886e+00   2.939e+00  
OBS:  56236.160  g NULL   5.863e+00   2.008e+00  
OBS:  56236.172  r NULL   6.770e+00   1.883e+00  
OBS:  56236.188  i NULL   9.100e+00   2.790e+00  
OBS:  56236.207  z NULL   6.887e+00   3.193e+00  
OBS:  56237.176  g NULL   6.613e+00   3.445e+00  
OBS:  56237.188  r NULL   8.768e+00   2.263e+00  
OBS:  56237.207  i NULL   8.737e+00   2.868e+00  
OBS:  56237.238  z NULL   5.287e+00   3.869e+00  
OBS:  56238.188  g NULL   4.281e+00   2.976e+00  
OBS:  56238.199  r NULL   1.014e+01   2.036e+00  
OBS:  56238.219  i NULL   8.280e+00   3.240e+00  
OBS:  56238.250  z NULL   8.383e+00   4.864e+00  
OBS:  56243.203  g NULL   3.283e+00   1.694e+00  
OBS:  56243.211  r NULL   8.390e+00   1.239e+00  
OBS:  56243.223  i NULL   6.876e+00   1.855e+00  
OBS:  56243.250  z NULL   4.557e+00   2.418e+00  
OBS:  56244.180  g NULL   1.259e+00   1.786e+00  
OBS:  56244.188  r NULL   7.102e+00   1.385e+00  
OBS:  56244.203  i NULL   5.714e+00   1.992e+00  
OBS:  56244.223  z NULL   8.946e+00   2.238e+00  
OBS:  56245.191  g NULL   7.958e+00   4.791e+00  
OBS:  56245.199  r NULL   7.089e+00   1.187e+00  
OBS:  56245.219  i NULL   7.110e+00   2.083e+00  
OBS:  56245.246  z NULL   3.409e+00   5.919e+00  
OBS:  56246.234  g NULL   2.432e+00   2.003e+00  
OBS:  56246.246  r NULL   9.617e-01   3.172e+00  
OBS:  56246.262  i NULL   1.744e+00   5.642e+00  
OBS:  56246.285  z NULL   4.899e+00   1.277e+01  
OBS:  56248.207  g NULL   3.634e+00   1.756e+00  
OBS:  56248.215  r NULL   7.268e+00   1.336e+00  
OBS:  56248.230  i NULL   7.480e+00   2.213e+00  
OBS:  56248.250  z NULL   4.209e+00   3.031e+00  
OBS:  56258.242  g NULL  -5.311e+00   8.081e+00  
OBS:  56258.258  r NULL   5.859e+00   4.420e+00  
OBS:  56259.160  i NULL   5.836e-01   4.541e+00  
OBS:  56259.180  z NULL   9.020e+00   3.064e+00  
OBS:  56261.215  g NULL  -4.704e+00   3.959e+00  
OBS:  56261.230  r NULL   4.579e+00   1.857e+00  
OBS:  56267.156  i NULL   5.568e+00   2.215e+00  
OBS:  56267.180  z NULL   7.893e+00   3.053e+00  
OBS:  56274.160  g NULL   2.639e+00   2.034e+00  
OBS:  56274.176  r NULL   3.441e+00   1.447e+00  
OBS:  56275.223  i NULL   8.248e+00   3.013e+00  
OBS:  56276.191  z NULL   3.632e+00   3.403e+00  
OBS:  56282.160  g NULL  -7.263e+00   3.406e+00  
OBS:  56282.184  r NULL   3.397e+00   2.180e+00  
OBS:  56287.160  i NULL   9.234e+00   4.989e+00  
OBS:  56287.191  z NULL   8.991e+00   3.898e+00  
OBS:  56289.035  g NULL   1.199e+01   1.189e+01  
OBS:  56289.043  r NULL   2.150e+00   4.183e+00  
OBS:  56289.152  i NULL  -7.284e-01   4.328e+00  
OBS:  56289.176  z NULL   7.234e+00   4.466e+00  
OBS:  56297.039  g NULL   2.441e-01   1.580e+00  
OBS:  56297.047  r NULL   2.852e+00   1.221e+00  
OBS:  56297.062  i NULL   6.907e+00   1.869e+00  
OBS:  56297.090  z NULL   8.652e+00   2.126e+00  
OBS:  56305.094  g NULL  -3.692e-01   1.644e+00  
OBS:  56305.102  r NULL   1.852e-01   1.301e+00  
OBS:  56305.113  i NULL   4.764e+00   2.194e+00  
OBS:  56306.043  z NULL   5.714e+00   2.713e+00  
OBS:  56313.047  g NULL   3.917e+00   5.961e+00  
OBS:  56313.055  r NULL  -2.539e+00   2.524e+00  
OBS:  56313.090  i NULL   7.041e+00   3.082e+00  
OBS:  56317.066  z NULL   2.054e+00   4.250e+00  
OBS:  56321.035  g NULL   6.397e+00   2.915e+00  
OBS:  56321.043  r NULL   3.944e+00   1.367e+00  
OBS:  56321.066  i NULL   3.689e+00   3.218e+00  
OBS:  56326.039  z NULL   8.353e+00   2.611e+00  
