SURVEY: DES   
SNID:   153459   
IAUC:    UNKNOWN 
SNTYPE:  -9 
FILTERS: griz 
RA:      34.500000  deg 
DECL:    -5.500000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0227    MW E(B-V) 
REDSHIFT_SPEC:    -9.0000 +-  9.0000  
 


# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 20 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56306.043  z NULL  -1.271e+00   2.711e+00  
OBS:  56313.047  g NULL   1.843e+00   5.961e+00  
OBS:  56313.055  r NULL   5.114e+00   2.528e+00  
OBS:  56313.090  i NULL   1.773e+01   3.099e+00  
OBS:  56317.066  z NULL   2.541e+01   4.276e+00  
OBS:  56321.035  g NULL   1.192e+00   2.916e+00  
OBS:  56321.043  r NULL   1.597e+01   1.407e+00  
OBS:  56321.066  i NULL   2.830e+01   3.270e+00  
OBS:  56326.039  z NULL   3.718e+01   2.700e+00  
OBS:  56333.043  g NULL   2.446e+00   1.821e+00  
OBS:  56333.051  r NULL   2.299e+01   1.461e+00  
OBS:  56334.043  i NULL   4.730e+01   2.361e+00  
OBS:  56335.043  z NULL   3.758e+01   3.455e+00  
OBS:  56344.992  g NULL   4.088e+00   4.329e+00  
OBS:  56345.000  r NULL   2.025e+01   1.906e+00  
OBS:  56345.016  i NULL   3.979e+01   3.537e+00  
OBS:  56345.992  z NULL   3.678e+01   3.764e+00  
OBS:  56349.996  g NULL  -8.818e+00   3.968e+00  
OBS:  56350.004  r NULL   1.451e+01   2.081e+00  
OBS:  56350.996  i NULL   4.148e+01   3.126e+00  
