SURVEY: DES   
SNID:   156654   
IAUC:    UNKNOWN 
SNTYPE:  -9 
FILTERS: griz 
RA:      36.750000  deg 
DECL:    -4.500000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0283    MW E(B-V) 
REDSHIFT_SPEC:    -9.0000 +-  9.0000  
 


# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 33 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56282.203  g NULL  -3.596e+00   6.354e+00  
OBS:  56283.156  r NULL   6.100e+00   3.137e+00  
OBS:  56283.168  i NULL   1.033e+01   5.047e+00  
OBS:  56283.184  z NULL   1.138e+01   4.111e+00  
OBS:  56288.191  g NULL   7.207e+00   1.255e+01  
OBS:  56289.066  r NULL   6.290e+00   5.053e+00  
OBS:  56289.078  i NULL   2.130e+01   8.745e+00  
OBS:  56289.086  z NULL  -1.111e+00   5.624e+00  
OBS:  56292.090  g NULL  -1.032e+00   1.145e+01  
OBS:  56298.039  r NULL   2.361e+01   2.477e+00  
OBS:  56298.047  i NULL   1.236e+01   3.567e+00  
OBS:  56298.055  z NULL   1.804e+01   3.977e+00  
OBS:  56304.043  g NULL   1.132e+01   2.620e+00  
OBS:  56306.102  r NULL   2.857e+01   3.273e+00  
OBS:  56306.113  i NULL   1.192e+01   4.318e+00  
OBS:  56306.121  z NULL   2.442e+01   5.412e+00  
OBS:  56312.047  g NULL   2.307e+01   9.628e+00  
OBS:  56318.066  r NULL   2.866e+01   4.612e+00  
OBS:  56318.078  i NULL   2.994e+01   7.994e+00  
OBS:  56318.086  z NULL   3.202e+01   6.399e+00  
OBS:  56320.035  g NULL   2.319e+01   1.147e+01  
OBS:  56327.039  r NULL   2.535e+01   2.860e+00  
OBS:  56327.047  i NULL   1.951e+01   4.199e+00  
OBS:  56327.055  z NULL   2.076e+01   4.772e+00  
OBS:  56328.039  g NULL   1.552e+01   3.747e+00  
OBS:  56336.043  r NULL   2.711e+01   3.140e+00  
OBS:  56336.055  i NULL   1.944e+01   5.031e+00  
OBS:  56337.043  z NULL   3.474e+01   4.097e+00  
OBS:  56338.043  g NULL   1.068e+01   3.588e+00  
OBS:  56347.996  r NULL   2.232e+01   2.538e+00  
OBS:  56348.004  i NULL   3.157e+01   4.913e+00  
OBS:  56348.008  z NULL   4.147e+01   6.611e+00  
OBS:  56348.996  g NULL   1.823e+01   5.535e+00  
