SURVEY: DES   
SNID:   39805   
IAUC:    UNKNOWN 
SNTYPE:  -9 
FILTERS: griz 
RA:      48.000000  deg 
DECL:    0.000000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0713    MW E(B-V) 
REDSHIFT_SPEC:    -9.0000 +-  9.0000  
 


# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 36 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56288.199  g NULL   1.578e+01   1.179e+01  
OBS:  56288.215  r NULL  -8.064e+00   6.182e+00  
OBS:  56289.109  i NULL  -4.593e+00   7.080e+00  
OBS:  56289.125  z NULL  -1.623e+00   5.422e+00  
OBS:  56292.098  g NULL   1.009e+01   1.165e+01  
OBS:  56292.102  r NULL   2.554e+00   4.827e+00  
OBS:  56292.191  i NULL   1.603e+00   5.600e+00  
OBS:  56292.199  z NULL   3.601e+00   5.159e+00  
OBS:  56304.051  g NULL   6.659e-01   2.480e+00  
OBS:  56304.055  r NULL   4.657e+00   1.666e+00  
OBS:  56304.070  i NULL   1.292e+01   2.529e+00  
OBS:  56304.086  z NULL   1.499e+01   3.947e+00  
OBS:  56312.055  g NULL  -4.924e+00   7.568e+00  
OBS:  56312.066  r NULL   7.346e+00   2.973e+00  
OBS:  56312.090  i NULL   2.147e+01   5.046e+00  
OBS:  56312.113  z NULL   1.399e+01   5.439e+00  
OBS:  56320.043  g NULL  -2.287e+00   6.168e+00  
OBS:  56320.051  r NULL   8.059e+00   2.502e+00  
OBS:  56320.059  i NULL   2.992e+01   3.710e+00  
OBS:  56320.070  z NULL   2.830e+01   4.431e+00  
OBS:  56328.047  g NULL   3.607e+00   3.351e+00  
OBS:  56328.055  r NULL  -1.845e+00   2.410e+00  
OBS:  56328.070  i NULL   2.276e+01   4.080e+00  
OBS:  56328.086  z NULL   2.471e+01   6.801e+00  
OBS:  56336.062  g NULL   1.681e+00   3.700e+00  
OBS:  56336.082  r NULL   1.120e+00   3.010e+00  
OBS:  56337.062  i NULL   1.870e+01   2.960e+00  
OBS:  56337.078  z NULL   2.520e+01   3.781e+00  
OBS:  56345.039  g NULL   8.701e+00   7.141e+00  
OBS:  56345.055  r NULL   5.742e+00   3.773e+00  
OBS:  56346.055  i NULL   1.115e+01   5.994e+00  
OBS:  56348.027  z NULL   1.735e+01   5.033e+00  
OBS:  56350.023  g NULL  -1.593e+01   6.836e+00  
OBS:  56350.027  r NULL  -3.339e+00   3.937e+00  
OBS:  56350.035  i NULL   5.814e+00   6.686e+00  
OBS:  56351.023  z NULL   1.968e+01   6.110e+00  
