SURVEY: DES   
SNID:   122985   
IAUC:    UNKNOWN 
SNTYPE:  21 
FILTERS: griz 
RA:      48.000000  deg 
DECL:    0.000000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0713    MW E(B-V) 
REDSHIFT_SPEC:     0.6691 +-  0.0050  
 


# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 28 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56304.051  g NULL   1.035e+02   3.463e+00  
OBS:  56304.055  r NULL   7.888e+01   2.302e+00  
OBS:  56304.070  i NULL   6.000e+01   2.792e+00  
OBS:  56304.086  z NULL   5.636e+01   4.083e+00  
OBS:  56312.055  g NULL   1.105e+02   7.986e+00  
OBS:  56312.066  r NULL   9.244e+01   3.495e+00  
OBS:  56312.090  i NULL   9.052e+01   5.328e+00  
OBS:  56312.113  z NULL   7.716e+01   5.628e+00  
OBS:  56320.043  g NULL   9.504e+01   6.566e+00  
OBS:  56320.051  r NULL   8.784e+01   3.050e+00  
OBS:  56320.059  i NULL   8.647e+01   4.036e+00  
OBS:  56320.070  z NULL   7.581e+01   4.630e+00  
OBS:  56328.047  g NULL   8.010e+01   3.881e+00  
OBS:  56328.055  r NULL   7.336e+01   2.842e+00  
OBS:  56328.070  i NULL   7.894e+01   4.344e+00  
OBS:  56328.086  z NULL   7.294e+01   6.927e+00  
OBS:  56336.062  g NULL   6.221e+01   4.045e+00  
OBS:  56336.082  r NULL   7.379e+01   3.361e+00  
OBS:  56337.062  i NULL   6.671e+01   3.225e+00  
OBS:  56337.078  z NULL   7.167e+01   3.992e+00  
OBS:  56345.039  g NULL   6.235e+01   7.305e+00  
OBS:  56345.055  r NULL   5.664e+01   3.953e+00  
OBS:  56346.055  i NULL   5.552e+01   6.095e+00  
OBS:  56348.027  z NULL   4.926e+01   5.114e+00  
OBS:  56350.023  g NULL   4.584e+01   6.952e+00  
OBS:  56350.027  r NULL   5.244e+01   4.090e+00  
OBS:  56350.035  i NULL   5.339e+01   6.773e+00  
OBS:  56351.023  z NULL   4.955e+01   6.174e+00  
