SURVEY: DES   
SNID:   102071   
IAUC:    UNKNOWN 
SNTYPE:  1 
FILTERS: griz 
RA:      48.000000  deg 
DECL:    0.000000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0713    MW E(B-V) 
REDSHIFT_SPEC:     0.4203 +-  0.0050  
 


# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 95 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56178.234  g NULL   6.279e+01   1.060e+01  
OBS:  56178.250  r NULL   1.112e+02   8.143e+00  
OBS:  56178.266  i NULL   7.571e+01   9.435e+00  
OBS:  56179.211  z NULL   8.497e+01   5.571e+00  
OBS:  56180.219  g NULL   7.542e+01   3.699e+00  
OBS:  56180.234  r NULL   1.334e+02   3.555e+00  
OBS:  56180.250  i NULL   1.118e+02   4.831e+00  
OBS:  56188.191  z NULL   1.733e+02   2.754e+01  
OBS:  56188.340  g NULL   9.492e+01   2.607e+01  
OBS:  56188.355  r NULL   2.425e+02   6.275e+00  
OBS:  56189.195  i NULL   2.037e+02   3.126e+01  
OBS:  56194.215  g NULL   1.214e+02   5.521e+00  
OBS:  56194.223  r NULL   2.673e+02   7.534e+00  
OBS:  56194.227  z NULL   1.666e+02   7.273e+00  
OBS:  56200.234  i NULL   1.973e+02   1.257e+01  
OBS:  56208.160  g NULL   5.157e+01   3.269e+00  
OBS:  56208.176  r NULL   1.622e+02   3.974e+00  
OBS:  56208.191  z NULL   1.188e+02   5.431e+00  
OBS:  56210.156  i NULL   1.580e+02   7.657e+00  
OBS:  56216.164  g NULL   2.724e+01   2.817e+00  
OBS:  56216.176  r NULL   1.052e+02   2.903e+00  
OBS:  56216.191  z NULL   9.372e+01   4.424e+00  
OBS:  56219.211  i NULL   9.955e+01   3.578e+00  
OBS:  56221.148  g NULL   1.720e+01   1.595e+01  
OBS:  56221.160  r NULL   7.828e+01   6.282e+00  
OBS:  56221.176  z NULL   1.198e+02   1.557e+01  
OBS:  56222.105  i NULL   8.936e+01   9.372e+00  
OBS:  56222.312  g NULL   1.783e+01   4.162e+00  
OBS:  56222.324  r NULL   8.008e+01   1.530e+01  
OBS:  56222.340  z NULL   7.753e+01   4.090e+01  
OBS:  56228.297  g NULL   2.613e+01   1.504e+01  
OBS:  56228.305  r NULL   5.309e+01   5.603e+00  
OBS:  56228.312  i NULL   9.244e+01   9.586e+00  
OBS:  56228.320  z NULL   8.621e+01   6.032e+00  
OBS:  56229.320  g NULL   2.393e+01   1.407e+01  
OBS:  56229.332  r NULL   3.759e+01   7.301e+00  
OBS:  56229.348  i NULL   1.026e+02   1.310e+01  
OBS:  56230.070  z NULL   7.595e+01   7.284e+00  
OBS:  56230.316  g NULL   1.297e+01   1.369e+01  
OBS:  56230.328  r NULL   4.352e+01   6.738e+00  
OBS:  56230.344  i NULL   6.384e+01   1.246e+01  
OBS:  56231.301  g NULL   3.087e+01   1.168e+01  
OBS:  56231.316  r NULL   3.607e+01   6.073e+00  
OBS:  56231.328  i NULL   6.275e+01   1.055e+01  
OBS:  56231.344  z NULL   9.255e+01   6.054e+00  
OBS:  56235.297  g NULL   1.337e+01   9.649e+00  
OBS:  56235.312  r NULL   3.271e+01   4.719e+00  
OBS:  56235.324  i NULL   7.036e+01   6.790e+00  
OBS:  56235.340  z NULL   9.805e+01   7.003e+00  
OBS:  56236.312  g NULL   6.604e-01   7.820e+00  
OBS:  56236.324  r NULL   4.061e+01   3.825e+00  
OBS:  56236.340  i NULL   7.260e+01   6.252e+00  
OBS:  56237.074  z NULL   7.598e+01   7.163e+00  
OBS:  56237.340  g NULL  -1.242e+00   1.183e+01  
OBS:  56238.051  r NULL   2.663e+01   4.356e+00  
OBS:  56238.059  i NULL   5.654e+01   5.592e+00  
OBS:  56238.340  g NULL  -2.040e+00   1.064e+01  
OBS:  56243.047  z NULL   5.633e+01   8.399e+00  
OBS:  56243.320  g NULL   6.445e+00   4.216e+00  
OBS:  56243.336  r NULL   2.429e+01   3.346e+00  
OBS:  56244.039  i NULL   5.103e+01   7.111e+00  
OBS:  56244.309  g NULL  -1.865e+00   4.138e+00  
OBS:  56244.320  r NULL   2.692e+01   3.280e+00  
OBS:  56245.047  z NULL   6.316e+01   5.156e+00  
OBS:  56245.320  g NULL  -2.488e+00   4.249e+00  
OBS:  56246.055  r NULL   2.470e+01   2.449e+00  
OBS:  56246.070  i NULL   4.973e+01   4.018e+00  
OBS:  56247.223  g NULL   9.115e+00   3.003e+00  
OBS:  56247.230  z NULL   5.407e+01   4.510e+00  
OBS:  56248.305  r NULL   2.199e+01   2.432e+00  
OBS:  56248.316  i NULL   3.590e+01   4.302e+00  
OBS:  56258.152  g NULL   7.945e+00   1.264e+01  
OBS:  56258.168  z NULL   3.522e+01   6.024e+00  
OBS:  56258.273  r NULL   3.121e+01   7.804e+00  
OBS:  56258.281  i NULL   2.455e+01   1.263e+01  
OBS:  56261.266  g NULL   6.475e+00   1.009e+01  
OBS:  56261.273  r NULL   1.426e+01   4.201e+00  
OBS:  56261.281  i NULL   3.160e+01   7.062e+00  
OBS:  56261.289  z NULL   2.600e+01   4.920e+00  
OBS:  56275.152  g NULL  -3.033e+00   3.318e+00  
OBS:  56275.172  r NULL   2.064e+01   2.291e+00  
OBS:  56275.191  i NULL   3.560e+01   4.556e+00  
OBS:  56275.203  z NULL   1.916e+01   5.340e+00  
OBS:  56283.203  g NULL   4.217e+00   6.289e+00  
OBS:  56283.211  r NULL   1.739e+01   3.354e+00  
OBS:  56283.215  i NULL   4.443e+01   5.887e+00  
OBS:  56283.223  z NULL   1.976e+01   5.060e+00  
OBS:  56288.199  g NULL   1.359e+01   1.179e+01  
OBS:  56288.215  r NULL   1.772e+01   6.196e+00  
OBS:  56289.109  i NULL   2.887e+01   7.111e+00  
OBS:  56289.125  z NULL   9.857e+00   5.429e+00  
OBS:  56292.098  g NULL   3.183e+00   1.165e+01  
OBS:  56292.102  r NULL   1.163e+01   4.850e+00  
OBS:  56292.191  i NULL   1.975e+01   5.626e+00  
OBS:  56292.199  z NULL   2.170e+01   5.177e+00  
