SURVEY: DES   
SNID:   159351   
IAUC:    UNKNOWN 
SNTYPE:  32 
FILTERS: griz 
RA:      48.000000  deg 
DECL:    0.000000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0713    MW E(B-V) 
REDSHIFT_SPEC:     0.5133 +-  0.0050  
 


# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 83 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56178.234  g NULL   3.575e+01   1.050e+01  
OBS:  56178.250  r NULL   3.055e+01   7.870e+00  
OBS:  56178.266  i NULL   5.467e+01   9.377e+00  
OBS:  56179.211  z NULL   7.575e+01   5.523e+00  
OBS:  56180.219  g NULL   2.884e+00   3.211e+00  
OBS:  56180.234  r NULL   2.111e+01   2.477e+00  
OBS:  56180.250  i NULL   3.795e+01   4.388e+00  
OBS:  56188.191  z NULL   5.819e+01   2.735e+01  
OBS:  56188.340  g NULL   8.006e+00   2.557e+01  
OBS:  56188.355  r NULL   1.885e+01   4.177e+00  
OBS:  56189.195  i NULL   6.601e+01   3.099e+01  
OBS:  56194.215  g NULL  -7.759e+00   4.767e+00  
OBS:  56194.223  r NULL   6.917e+00   5.409e+00  
OBS:  56194.227  z NULL   4.157e+01   6.596e+00  
OBS:  56200.234  i NULL   4.483e+00   1.199e+01  
OBS:  56208.160  g NULL   3.361e-01   2.974e+00  
OBS:  56208.176  r NULL   4.752e+00   2.434e+00  
OBS:  56208.191  z NULL   1.776e+01   4.954e+00  
OBS:  56210.156  i NULL   2.800e+01   7.047e+00  
OBS:  56216.164  g NULL   6.781e-01   2.688e+00  
OBS:  56216.176  r NULL   6.146e+00   2.044e+00  
OBS:  56216.191  z NULL   1.514e+01   4.059e+00  
OBS:  56219.211  i NULL   6.586e+00   2.996e+00  
OBS:  56221.148  g NULL   2.822e+01   1.592e+01  
OBS:  56221.160  r NULL  -2.055e+00   6.051e+00  
OBS:  56221.176  z NULL   6.375e+00   1.540e+01  
OBS:  56222.105  i NULL   1.977e+01   9.201e+00  
OBS:  56222.312  g NULL   2.227e+00   4.103e+00  
OBS:  56222.324  r NULL   7.687e+00   1.517e+01  
OBS:  56222.340  z NULL   6.321e-01   4.086e+01  
OBS:  56228.297  g NULL  -2.058e+00   1.503e+01  
OBS:  56228.305  r NULL   5.700e+00   5.495e+00  
OBS:  56228.312  i NULL   1.602e+01   9.418e+00  
OBS:  56228.320  z NULL   2.101e+01   5.816e+00  
OBS:  56229.320  g NULL   1.675e+00   1.406e+01  
OBS:  56229.332  r NULL   1.844e+01   7.261e+00  
OBS:  56229.348  i NULL   1.780e+01   1.295e+01  
OBS:  56230.070  z NULL   2.302e+01   7.148e+00  
OBS:  56230.316  g NULL  -1.734e+01   1.368e+01  
OBS:  56230.328  r NULL   1.198e+01   6.677e+00  
OBS:  56230.344  i NULL   3.922e+00   1.239e+01  
OBS:  56231.301  g NULL   4.322e+00   1.166e+01  
OBS:  56231.316  r NULL  -1.173e+00   6.020e+00  
OBS:  56231.328  i NULL   1.194e+01   1.047e+01  
OBS:  56231.344  z NULL   2.233e+01   5.807e+00  
OBS:  56235.297  g NULL   8.030e+00   9.639e+00  
OBS:  56235.312  r NULL   6.824e+00   4.664e+00  
OBS:  56235.324  i NULL   2.082e+01   6.654e+00  
OBS:  56235.340  z NULL   1.904e+01   6.761e+00  
OBS:  56236.312  g NULL   4.926e+00   7.811e+00  
OBS:  56236.324  r NULL   5.344e+00   3.732e+00  
OBS:  56236.340  i NULL   5.698e-01   6.083e+00  
OBS:  56237.074  z NULL   1.000e+01   7.015e+00  
OBS:  56237.340  g NULL   1.227e+01   1.182e+01  
OBS:  56238.051  r NULL  -3.324e-01   4.313e+00  
OBS:  56238.059  i NULL   1.159e+01   5.474e+00  
OBS:  56238.340  g NULL   3.219e+00   1.062e+01  
OBS:  56243.047  z NULL   5.823e+00   8.329e+00  
OBS:  56243.320  g NULL   1.093e+01   4.206e+00  
OBS:  56243.336  r NULL   3.615e+00   3.301e+00  
OBS:  56244.039  i NULL   4.128e+00   7.035e+00  
OBS:  56244.309  g NULL   1.595e+00   4.125e+00  
OBS:  56244.320  r NULL   2.973e+00   3.228e+00  
OBS:  56245.047  z NULL   1.348e+01   5.019e+00  
OBS:  56245.320  g NULL   6.976e+00   4.233e+00  
OBS:  56246.055  r NULL   6.370e+00   2.390e+00  
OBS:  56246.070  i NULL   1.033e+01   3.892e+00  
OBS:  56247.223  g NULL  -1.700e+00   2.983e+00  
OBS:  56247.230  z NULL   1.031e+01   4.392e+00  
OBS:  56248.305  r NULL   4.273e+00   2.379e+00  
OBS:  56248.316  i NULL   5.922e+00   4.232e+00  
OBS:  56258.152  g NULL   1.813e+00   1.264e+01  
OBS:  56258.168  z NULL   1.830e+01   5.994e+00  
OBS:  56258.273  r NULL  -2.367e-01   7.779e+00  
OBS:  56258.281  i NULL  -2.168e+00   1.262e+01  
OBS:  56261.266  g NULL  -8.255e+00   1.009e+01  
OBS:  56261.273  r NULL   4.059e+00   4.187e+00  
OBS:  56261.281  i NULL   1.621e+00   7.031e+00  
OBS:  56261.289  z NULL   1.818e+01   4.906e+00  
OBS:  56275.152  g NULL   7.866e+00   3.314e+00  
OBS:  56275.172  r NULL   5.420e+00   2.245e+00  
OBS:  56275.191  i NULL   5.715e+00   4.495e+00  
OBS:  56275.203  z NULL   1.194e+01   5.331e+00  
