SURVEY: DES   
SNID:   155186   
IAUC:    UNKNOWN 
SNTYPE:  -9 
FILTERS: griz 
RA:      48.000000  deg 
DECL:    0.000000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0713    MW E(B-V) 
REDSHIFT_SPEC:    -9.0000 +-  9.0000  
 


# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 104 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56179.211  z NULL   1.071e+01   5.332e+00  
OBS:  56180.219  g NULL  -7.762e+00   3.215e+00  
OBS:  56180.234  r NULL   6.056e+00   2.432e+00  
OBS:  56180.250  i NULL   5.068e+00   4.313e+00  
OBS:  56188.191  z NULL   5.139e+01   2.734e+01  
OBS:  56188.340  g NULL   6.515e-01   2.563e+01  
OBS:  56188.355  r NULL   3.393e+01   4.231e+00  
OBS:  56189.195  i NULL   4.420e+01   3.098e+01  
OBS:  56194.215  g NULL   2.049e+01   4.833e+00  
OBS:  56194.223  r NULL   6.305e+01   5.592e+00  
OBS:  56194.227  z NULL   5.503e+01   6.631e+00  
OBS:  56200.234  i NULL   7.015e+01   1.207e+01  
OBS:  56208.160  g NULL   3.062e+01   3.113e+00  
OBS:  56208.176  r NULL   8.325e+01   2.945e+00  
OBS:  56208.191  z NULL   7.779e+01   5.159e+00  
OBS:  56210.156  i NULL   7.050e+01   7.168e+00  
OBS:  56216.164  g NULL   1.839e+01   2.767e+00  
OBS:  56216.176  r NULL   7.224e+01   2.500e+00  
OBS:  56216.191  z NULL   7.405e+01   4.288e+00  
OBS:  56219.211  i NULL   6.347e+01   3.254e+00  
OBS:  56221.148  g NULL   3.700e+01   1.595e+01  
OBS:  56221.160  r NULL   5.761e+01   6.190e+00  
OBS:  56221.176  z NULL   6.994e+01   1.546e+01  
OBS:  56222.105  i NULL   5.773e+01   9.272e+00  
OBS:  56222.312  g NULL   1.107e+01   4.141e+00  
OBS:  56222.324  r NULL   5.167e+01   1.525e+01  
OBS:  56222.340  z NULL   1.377e+01   4.087e+01  
OBS:  56228.297  g NULL  -1.385e+01   1.504e+01  
OBS:  56228.305  r NULL   5.080e+01   5.593e+00  
OBS:  56228.312  i NULL   6.382e+01   9.496e+00  
OBS:  56228.320  z NULL   5.887e+01   5.912e+00  
OBS:  56229.320  g NULL   2.829e+01   1.407e+01  
OBS:  56229.332  r NULL   2.985e+01   7.287e+00  
OBS:  56229.348  i NULL   3.860e+01   1.297e+01  
OBS:  56230.070  z NULL   5.765e+01   7.221e+00  
OBS:  56230.316  g NULL  -7.753e+00   1.368e+01  
OBS:  56230.328  r NULL   4.470e+01   6.738e+00  
OBS:  56230.344  i NULL   5.583e+01   1.244e+01  
OBS:  56231.301  g NULL   3.126e+00   1.166e+01  
OBS:  56231.316  r NULL   3.206e+01   6.063e+00  
OBS:  56231.328  i NULL   2.584e+01   1.049e+01  
OBS:  56231.344  z NULL   5.126e+01   5.876e+00  
OBS:  56235.297  g NULL  -1.008e+01   9.642e+00  
OBS:  56235.312  r NULL   2.140e+01   4.693e+00  
OBS:  56235.324  i NULL   4.140e+01   6.696e+00  
OBS:  56235.340  z NULL   5.150e+01   6.823e+00  
OBS:  56236.312  g NULL  -3.704e+00   7.813e+00  
OBS:  56236.324  r NULL   2.674e+01   3.778e+00  
OBS:  56236.340  i NULL   3.277e+01   6.123e+00  
OBS:  56237.074  z NULL   4.369e+01   7.064e+00  
OBS:  56237.340  g NULL  -2.547e+00   1.182e+01  
OBS:  56238.051  r NULL   2.675e+01   4.353e+00  
OBS:  56238.059  i NULL   3.555e+01   5.519e+00  
OBS:  56238.340  g NULL   1.167e+01   1.063e+01  
OBS:  56243.047  z NULL   2.855e+01   8.348e+00  
OBS:  56243.320  g NULL  -5.063e+00   4.204e+00  
OBS:  56243.336  r NULL   1.636e+01   3.324e+00  
OBS:  56244.039  i NULL   1.997e+01   7.050e+00  
OBS:  56244.309  g NULL   8.573e+00   4.130e+00  
OBS:  56244.320  r NULL   1.007e+01   3.241e+00  
OBS:  56245.047  z NULL   4.104e+01   5.075e+00  
OBS:  56245.320  g NULL   6.439e+00   4.236e+00  
OBS:  56246.055  r NULL   1.097e+01   2.405e+00  
OBS:  56246.070  i NULL   2.002e+01   3.914e+00  
OBS:  56247.223  g NULL   1.490e+00   2.986e+00  
OBS:  56247.230  z NULL   3.645e+01   4.445e+00  
OBS:  56248.305  r NULL   1.040e+01   2.393e+00  
OBS:  56248.316  i NULL   1.364e+01   4.245e+00  
OBS:  56258.152  g NULL  -1.191e+01   1.264e+01  
OBS:  56258.168  z NULL   2.015e+01   5.999e+00  
OBS:  56258.273  r NULL   9.436e+00   7.782e+00  
OBS:  56258.281  i NULL   1.610e+01   1.263e+01  
OBS:  56261.266  g NULL  -2.352e+00   1.009e+01  
OBS:  56261.273  r NULL   5.358e+00   4.189e+00  
OBS:  56261.281  i NULL   2.494e+00   7.032e+00  
OBS:  56261.289  z NULL   2.502e+01   4.919e+00  
OBS:  56275.152  g NULL  -5.777e-02   3.314e+00  
OBS:  56275.172  r NULL   5.161e+00   2.247e+00  
OBS:  56275.191  i NULL  -3.277e-01   4.496e+00  
OBS:  56275.203  z NULL   2.333e+01   5.346e+00  
OBS:  56283.203  g NULL   5.525e+00   6.289e+00  
OBS:  56283.211  r NULL   9.371e+00   3.333e+00  
OBS:  56283.215  i NULL   1.312e+01   5.824e+00  
OBS:  56283.223  z NULL   9.495e+00   5.048e+00  
OBS:  56288.199  g NULL   9.219e+00   1.179e+01  
OBS:  56288.215  r NULL   6.839e+00   6.183e+00  
OBS:  56289.109  i NULL   3.293e+00   7.082e+00  
OBS:  56289.125  z NULL   6.081e+00   5.426e+00  
OBS:  56292.098  g NULL  -1.087e+01   1.165e+01  
OBS:  56292.102  r NULL  -4.945e+00   4.832e+00  
OBS:  56292.191  i NULL   5.436e+00   5.603e+00  
OBS:  56292.199  z NULL   1.338e+01   5.166e+00  
OBS:  56304.051  g NULL   4.323e+00   2.489e+00  
OBS:  56304.055  r NULL   4.446e+00   1.666e+00  
OBS:  56304.070  i NULL   4.567e+00   2.514e+00  
OBS:  56304.086  z NULL   1.112e+01   3.942e+00  
OBS:  56312.055  g NULL  -7.442e+00   7.571e+00  
OBS:  56312.066  r NULL   6.297e+00   2.968e+00  
OBS:  56312.090  i NULL   2.203e+00   5.023e+00  
OBS:  56312.113  z NULL   3.065e+00   5.431e+00  
OBS:  56320.043  g NULL   8.178e-01   6.171e+00  
OBS:  56320.051  r NULL   5.038e+00   2.495e+00  
OBS:  56320.059  i NULL   5.975e+00   3.659e+00  
OBS:  56320.070  z NULL   1.127e+01   4.402e+00  
