SURVEY: DES   
SNID:   110707   
IAUC:    UNKNOWN 
SNTYPE:  1 
FILTERS: griz 
RA:      36.750000  deg 
DECL:    -4.500000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0283    MW E(B-V) 
REDSHIFT_SPEC:     0.4722 +-  0.0050  
 


# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 57 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56243.027  z NULL   1.718e+01   7.828e+00  
OBS:  56243.309  g NULL   3.635e+00   4.499e+00  
OBS:  56244.027  r NULL   7.061e+00   4.112e+00  
OBS:  56244.031  i NULL   2.181e+00   6.618e+00  
OBS:  56244.273  g NULL   4.046e+00   4.064e+00  
OBS:  56244.277  z NULL   3.499e+00   6.055e+00  
OBS:  56245.293  g NULL   2.006e+01   1.379e+01  
OBS:  56245.309  r NULL  -2.146e+00   1.011e+01  
OBS:  56246.027  i NULL   9.805e+00   3.705e+00  
OBS:  56246.035  z NULL   1.532e+01   4.304e+00  
OBS:  56247.207  g NULL   4.733e+00   3.002e+00  
OBS:  56247.215  r NULL   2.120e+01   2.334e+00  
OBS:  56254.160  i NULL   4.794e+01   5.017e+00  
OBS:  56254.172  z NULL   3.987e+01   4.094e+00  
OBS:  56258.125  g NULL   5.560e+01   1.070e+01  
OBS:  56258.141  r NULL   9.464e+01   5.399e+00  
OBS:  56261.035  i NULL   8.260e+01   6.308e+00  
OBS:  56261.043  z NULL   7.025e+01   4.812e+00  
OBS:  56261.242  g NULL   3.832e+01   7.823e+00  
OBS:  56261.258  r NULL   1.190e+02   4.564e+00  
OBS:  56274.188  g NULL   1.573e+01   3.653e+00  
OBS:  56274.195  r NULL   9.571e+01   3.339e+00  
OBS:  56274.203  i NULL   9.809e+01   4.679e+00  
OBS:  56274.219  z NULL   8.140e+01   5.249e+00  
OBS:  56282.203  g NULL  -3.129e+00   6.367e+00  
OBS:  56283.156  r NULL   6.103e+01   3.373e+00  
OBS:  56283.168  i NULL   6.542e+01   5.208e+00  
OBS:  56283.184  z NULL   5.384e+01   4.236e+00  
OBS:  56288.191  g NULL   1.242e+01   1.255e+01  
OBS:  56289.066  r NULL   4.091e+01   5.116e+00  
OBS:  56289.078  i NULL   5.028e+01   8.792e+00  
OBS:  56289.086  z NULL   4.833e+01   5.701e+00  
OBS:  56292.090  g NULL   1.279e+01   1.143e+01  
OBS:  56298.039  r NULL   1.665e+01   2.452e+00  
OBS:  56298.047  i NULL   3.395e+01   3.628e+00  
OBS:  56298.055  z NULL   3.803e+01   4.031e+00  
OBS:  56304.043  g NULL   2.291e+00   2.553e+00  
OBS:  56306.102  r NULL   1.273e+01   3.226e+00  
OBS:  56306.113  i NULL   2.427e+01   4.340e+00  
OBS:  56306.121  z NULL   4.510e+01   5.459e+00  
OBS:  56312.047  g NULL  -5.294e+00   9.604e+00  
OBS:  56318.066  r NULL  -1.011e+01   4.577e+00  
OBS:  56318.078  i NULL   2.061e+01   7.982e+00  
OBS:  56318.086  z NULL   2.334e+01   6.384e+00  
OBS:  56320.035  g NULL  -6.364e+00   1.145e+01  
OBS:  56327.039  r NULL   1.076e+01   2.809e+00  
OBS:  56327.047  i NULL   1.703e+01   4.190e+00  
OBS:  56327.055  z NULL   5.214e+00   4.754e+00  
OBS:  56328.039  g NULL   3.851e+00   3.705e+00  
OBS:  56336.043  r NULL   7.630e+00   3.087e+00  
OBS:  56336.055  i NULL   1.130e+01   5.016e+00  
OBS:  56337.043  z NULL   1.807e+00   4.041e+00  
OBS:  56338.043  g NULL   1.784e+00   3.556e+00  
OBS:  56347.996  r NULL   2.102e+00   2.483e+00  
OBS:  56348.004  i NULL   8.004e+00   4.871e+00  
OBS:  56348.008  z NULL   1.599e+01   6.569e+00  
OBS:  56348.996  g NULL   6.616e+00   5.508e+00  
