SURVEY: DES   
SNID:   139056   
IAUC:    UNKNOWN 
SNTYPE:  -9 
FILTERS: griz 
RA:      52.500000  deg 
DECL:    -27.500000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0097    MW E(B-V) 
REDSHIFT_SPEC:    -9.0000 +-  9.0000  
 


# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 133 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56210.172  g NULL   5.425e-01   3.690e+00  
OBS:  56210.188  r NULL  -4.169e-01   3.215e+00  
OBS:  56210.203  i NULL  -8.682e-01   3.208e+00  
OBS:  56210.234  z NULL   1.732e+00   3.845e+00  
OBS:  56218.172  g NULL  -7.770e-01   1.249e+00  
OBS:  56218.191  r NULL   2.730e+00   9.590e-01  
OBS:  56218.211  i NULL   3.189e+00   1.501e+00  
OBS:  56219.156  z NULL   1.729e+00   1.933e+00  
OBS:  56221.273  g NULL  -4.797e+00   3.911e+00  
OBS:  56221.281  r NULL   9.037e+00   5.584e+00  
OBS:  56221.297  i NULL   5.359e+00   4.484e+00  
OBS:  56221.324  z NULL  -1.866e+01   1.440e+01  
OBS:  56222.074  g NULL  -3.091e+00   5.908e+00  
OBS:  56222.090  r NULL   1.981e+00   2.627e+00  
OBS:  56222.113  i NULL   2.141e+00   3.324e+00  
OBS:  56222.133  z NULL   5.262e+00   5.056e+00  
OBS:  56228.059  g NULL  -2.015e+01   7.702e+00  
OBS:  56228.066  r NULL   6.563e+00   2.395e+00  
OBS:  56228.086  i NULL   1.200e+01   5.114e+00  
OBS:  56228.109  z NULL   5.294e+00   4.135e+00  
OBS:  56229.047  g NULL   6.651e+00   2.392e+01  
OBS:  56229.059  r NULL   3.678e+00   3.852e+00  
OBS:  56229.074  i NULL   7.185e+00   5.426e+00  
OBS:  56229.102  z NULL   7.783e+00   4.850e+00  
OBS:  56230.059  g NULL  -1.060e+01   6.573e+00  
OBS:  56230.102  r NULL   5.652e+00   2.919e+00  
OBS:  56230.113  i NULL   1.653e+01   5.185e+00  
OBS:  56230.145  z NULL   6.313e+00   2.668e+00  
OBS:  56231.043  g NULL  -6.033e+00   6.045e+00  
OBS:  56231.059  r NULL   7.264e+00   2.556e+00  
OBS:  56231.070  i NULL   1.181e+01   4.247e+00  
OBS:  56231.102  z NULL   5.556e+00   3.280e+00  
OBS:  56235.039  g NULL   3.497e+00   5.184e+00  
OBS:  56235.047  r NULL   8.292e+00   3.711e+00  
OBS:  56235.062  i NULL   1.225e+01   4.199e+00  
OBS:  56235.090  z NULL   4.305e+00   8.232e+00  
OBS:  56236.047  g NULL   1.569e-01   4.872e+00  
OBS:  56236.062  r NULL   8.487e+00   2.667e+00  
OBS:  56236.074  i NULL   1.359e+01   5.229e+00  
OBS:  56236.105  z NULL   5.462e+00   5.321e+00  
OBS:  56237.039  g NULL   1.521e+00   3.164e+00  
OBS:  56237.051  r NULL   7.948e+00   2.219e+00  
