SURVEY: DES   
SNID:   78400   
IAUC:    UNKNOWN 
SNTYPE:  -9 
FILTERS: griz 
RA:      34.500000  deg 
DECL:    -5.500000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0227    MW E(B-V) 
REDSHIFT_SPEC:    -9.0000 +-  9.0000  
 


# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 117 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56200.156  i NULL  -2.837e-01   8.065e+00  
OBS:  56200.180  z NULL  -9.927e+00   5.638e+00  
OBS:  56207.156  g NULL  -3.736e-01   2.280e+00  
OBS:  56207.172  r NULL   2.806e+00   1.605e+00  
OBS:  56209.191  i NULL   6.642e+00   2.145e+00  
OBS:  56209.215  z NULL   8.531e+00   2.207e+00  
OBS:  56215.164  g NULL   1.856e+00   1.599e+00  
OBS:  56215.180  r NULL   1.166e+01   1.125e+00  
OBS:  56217.152  i NULL   2.258e+01   1.468e+00  
OBS:  56217.191  z NULL   2.306e+01   1.871e+00  
OBS:  56221.062  g NULL  -6.612e-01   4.491e+00  
OBS:  56221.074  r NULL   1.548e+01   3.599e+00  
OBS:  56221.195  i NULL   3.569e+01   1.348e+01  
OBS:  56221.227  z NULL   3.573e+01   4.072e+00  
OBS:  56222.047  g NULL  -3.805e-01   6.422e+00  
OBS:  56222.062  r NULL   2.176e+01   3.158e+00  
OBS:  56222.191  i NULL   3.502e+01   9.822e+00  
OBS:  56222.211  z NULL   3.100e+01   4.873e+00  
OBS:  56228.031  g NULL   1.066e+01   2.612e+01  
OBS:  56228.047  r NULL   1.819e+01   1.165e+01  
OBS:  56228.156  i NULL   3.836e+01   5.234e+00  
OBS:  56228.188  z NULL   4.049e+01   2.946e+00  
OBS:  56229.031  g NULL   5.954e+01   3.077e+01  
OBS:  56229.156  r NULL   3.221e+01   3.652e+00  
OBS:  56229.172  i NULL   3.920e+01   7.096e+00  
OBS:  56229.199  z NULL   3.871e+01   3.017e+00  
OBS:  56230.035  g NULL   1.994e+01   9.323e+00  
OBS:  56230.043  r NULL   2.842e+01   3.905e+00  
OBS:  56230.191  i NULL   4.504e+01   6.378e+00  
OBS:  56230.215  z NULL   4.842e+01   3.062e+00  
OBS:  56231.035  g NULL   1.905e+01   7.704e+00  
OBS:  56231.156  r NULL   2.720e+01   2.710e+00  
OBS:  56231.172  i NULL   4.032e+01   4.855e+00  
OBS:  56231.191  z NULL   4.687e+01   3.145e+00  
OBS:  56235.145  g NULL   5.329e-01   3.789e+00  
OBS:  56235.160  r NULL   2.415e+01   1.824e+00  
OBS:  56235.172  i NULL   3.661e+01   3.281e+00  
OBS:  56235.195  z NULL   4.633e+01   3.064e+00  
OBS:  56236.160  g NULL   7.533e+00   2.008e+00  
OBS:  56236.172  r NULL   2.159e+01   1.928e+00  
OBS:  56236.188  i NULL   4.174e+01   2.899e+00  
OBS:  56236.207  z NULL   4.478e+01   3.301e+00  
OBS:  56237.176  g NULL  -1.719e-01   3.441e+00  
OBS:  56237.188  r NULL   2.119e+01   2.298e+00  
OBS:  56237.207  i NULL   3.693e+01   2.953e+00  
OBS:  56237.238  z NULL   4.689e+01   3.969e+00  
OBS:  56238.188  g NULL   5.510e+00   2.975e+00  
OBS:  56238.199  r NULL   1.989e+01   2.066e+00  
OBS:  56238.219  i NULL   4.191e+01   3.336e+00  
OBS:  56238.250  z NULL   4.658e+01   4.942e+00  
OBS:  56243.203  g NULL   1.939e+00   1.691e+00  
OBS:  56243.211  r NULL   1.814e+01   1.280e+00  
OBS:  56243.223  i NULL   3.079e+01   1.947e+00  
OBS:  56243.250  z NULL   3.690e+01   2.516e+00  
OBS:  56244.180  g NULL   8.902e-01   1.784e+00  
OBS:  56244.188  r NULL   1.573e+01   1.413e+00  
OBS:  56244.203  i NULL   2.587e+01   2.054e+00  
OBS:  56244.223  z NULL   4.019e+01   2.358e+00  
OBS:  56245.191  g NULL  -4.908e+00   4.787e+00  
OBS:  56245.199  r NULL   1.331e+01   1.209e+00  
OBS:  56245.219  i NULL   2.912e+01   2.157e+00  
OBS:  56245.246  z NULL   3.647e+01   5.962e+00  
OBS:  56246.234  g NULL   4.038e+00   2.003e+00  
OBS:  56246.246  r NULL   1.441e+01   3.187e+00  
OBS:  56246.262  i NULL   2.397e+01   5.668e+00  
OBS:  56246.285  z NULL   3.062e+01   1.279e+01  
OBS:  56248.207  g NULL  -8.021e-01   1.753e+00  
OBS:  56248.215  r NULL   8.489e+00   1.341e+00  
OBS:  56248.230  i NULL   2.403e+01   2.259e+00  
OBS:  56248.250  z NULL   3.481e+01   3.102e+00  
OBS:  56258.242  g NULL   6.107e+00   8.081e+00  
OBS:  56258.258  r NULL   7.579e+00   4.421e+00  
OBS:  56259.160  i NULL   2.380e+01   4.564e+00  
OBS:  56259.180  z NULL   2.674e+01   3.101e+00  
OBS:  56261.215  g NULL  -6.197e+00   3.960e+00  
OBS:  56261.230  r NULL   4.615e+00   1.857e+00  
OBS:  56267.156  i NULL   3.730e+00   2.214e+00  
OBS:  56267.180  z NULL   2.153e+01   3.077e+00  
OBS:  56274.160  g NULL  -1.327e+00   2.033e+00  
OBS:  56274.176  r NULL   3.457e+00   1.447e+00  
OBS:  56275.223  i NULL   7.269e+00   3.012e+00  
OBS:  56276.191  z NULL   1.616e+01   3.416e+00  
OBS:  56282.160  g NULL   8.005e+00   3.407e+00  
OBS:  56282.184  r NULL   1.856e+00   2.179e+00  
OBS:  56287.160  i NULL   5.990e+00   4.987e+00  
OBS:  56287.191  z NULL   3.576e-01   3.895e+00  
OBS:  56289.035  g NULL  -4.516e+00   1.189e+01  
OBS:  56289.043  r NULL   1.273e+00   4.183e+00  
