SURVEY: DES   
SNID:   181355   
IAUC:    UNKNOWN 
SNTYPE:  -9 
FILTERS: griz 
RA:      0.500000  deg 
DECL:    -43.000000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0111    MW E(B-V) 
REDSHIFT_SPEC:    -9.0000 +-  9.0000  
 


# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 48 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56231.012  g NULL  -2.972e-01   6.915e+00  
OBS:  56231.020  r NULL  -1.465e+00   2.783e+00  
OBS:  56231.027  i NULL   6.984e-01   4.071e+00  
OBS:  56235.020  z NULL   8.441e+00   5.691e+00  
OBS:  56236.027  g NULL   1.038e+01   5.188e+00  
OBS:  56236.035  r NULL   1.065e+00   5.379e+00  
OBS:  56236.039  i NULL   7.340e-01   7.618e+00  
OBS:  56237.023  z NULL   1.643e+00   5.124e+00  
OBS:  56238.023  g NULL   1.293e+01   3.647e+00  
OBS:  56238.031  r NULL   3.394e+00   2.787e+00  
OBS:  56238.039  i NULL   5.825e+00   4.811e+00  
OBS:  56243.070  z NULL   5.630e+01   5.455e+00  
OBS:  56244.047  g NULL   4.178e+01   4.350e+00  
OBS:  56244.055  r NULL   2.627e+01   2.888e+00  
OBS:  56244.070  i NULL   1.798e+01   4.432e+00  
OBS:  56245.027  z NULL   4.975e+01   3.673e+00  
OBS:  56246.082  g NULL   5.267e+01   3.176e+00  
OBS:  56246.098  r NULL   4.627e+01   2.657e+00  
OBS:  56246.109  i NULL   4.840e+01   5.534e+00  
OBS:  56247.250  z NULL   6.490e+01   6.417e+00  
OBS:  56254.199  g NULL   6.151e+01   6.317e+00  
OBS:  56254.211  r NULL   5.457e+01   3.559e+00  
OBS:  56254.227  i NULL   5.622e+01   6.317e+00  
OBS:  56258.191  z NULL   4.321e+01   5.925e+00  
OBS:  56261.066  g NULL   4.236e+01   7.040e+00  
OBS:  56261.082  r NULL   3.570e+01   4.163e+00  
OBS:  56261.090  i NULL   3.346e+01   8.265e+00  
OBS:  56266.156  z NULL   4.482e+01   5.357e+00  
OBS:  56276.152  g NULL   1.307e+01   4.082e+00  
OBS:  56276.172  r NULL   2.955e+01   2.966e+00  
OBS:  56277.164  i NULL   3.899e+01   3.639e+00  
OBS:  56278.164  z NULL   4.822e+01   4.387e+00  
OBS:  56288.035  g NULL   2.059e+01   1.452e+01  
OBS:  56288.043  r NULL   3.234e+01   5.448e+00  
OBS:  56288.051  i NULL   3.937e+01   6.034e+00  
OBS:  56288.066  z NULL   3.767e+01   6.775e+00  
OBS:  56292.109  g NULL  -1.399e+00   7.778e+00  
OBS:  56292.125  r NULL   3.646e+01   3.955e+00  
OBS:  56296.039  i NULL   3.600e+01   3.561e+00  
OBS:  56296.051  z NULL   3.870e+01   4.528e+00  
OBS:  56305.043  g NULL   7.031e+00   2.894e+00  
OBS:  56305.051  r NULL   3.116e+01   2.281e+00  
OBS:  56305.055  i NULL   3.139e+01   3.127e+00  
OBS:  56305.070  z NULL   3.949e+01   3.746e+00  
OBS:  56317.035  g NULL   7.490e+00   1.480e+01  
OBS:  56317.043  r NULL   2.031e+01   6.206e+00  
OBS:  56317.051  i NULL   1.569e+01   6.925e+00  
OBS:  56318.035  z NULL   3.453e+01   1.347e+01  
