SURVEY: DES   
SNID:   45905   
IAUC:    UNKNOWN 
SNTYPE:  1 
FILTERS: griz 
RA:      48.000000  deg 
DECL:    0.000000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0713    MW E(B-V) 
REDSHIFT_SPEC:     0.3837 +-  0.0050  
 


# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 71 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56178.234  g NULL  -8.746e+00   1.049e+01  
OBS:  56178.250  r NULL   4.136e+01   7.897e+00  
OBS:  56178.266  i NULL   8.184e+01   9.451e+00  
OBS:  56179.211  z NULL   6.474e+01   5.473e+00  
OBS:  56180.219  g NULL   1.423e+01   3.238e+00  
OBS:  56180.234  r NULL   5.074e+01   2.645e+00  
OBS:  56180.250  i NULL   6.772e+01   4.523e+00  
OBS:  56188.191  z NULL   7.410e+01   2.737e+01  
OBS:  56188.340  g NULL   1.480e+01   2.559e+01  
OBS:  56188.355  r NULL   3.395e+01   4.227e+00  
OBS:  56189.195  i NULL   2.559e+01   3.098e+01  
OBS:  56194.215  g NULL  -3.721e+00   4.772e+00  
OBS:  56194.223  r NULL   1.056e+01   5.427e+00  
OBS:  56194.227  z NULL   5.155e+01   6.623e+00  
OBS:  56200.234  i NULL   3.430e+01   1.201e+01  
OBS:  56208.160  g NULL  -4.569e+00   2.981e+00  
OBS:  56208.176  r NULL   1.227e+01   2.452e+00  
OBS:  56208.191  z NULL   3.481e+01   4.986e+00  
OBS:  56210.156  i NULL   5.418e+00   7.034e+00  
OBS:  56216.164  g NULL   6.728e+00   2.697e+00  
OBS:  56216.176  r NULL   1.162e+01   2.060e+00  
OBS:  56216.191  z NULL   2.707e+01   4.082e+00  
OBS:  56219.211  i NULL   2.425e+01   3.036e+00  
OBS:  56221.148  g NULL   1.410e+01   1.592e+01  
OBS:  56221.160  r NULL   1.195e+01   6.062e+00  
OBS:  56221.176  z NULL   4.206e+00   1.540e+01  
OBS:  56222.105  i NULL   1.975e+01   9.205e+00  
OBS:  56222.312  g NULL   6.887e+00   4.109e+00  
OBS:  56222.324  r NULL   9.374e-01   1.518e+01  
OBS:  56222.340  z NULL   3.721e+01   4.087e+01  
OBS:  56228.297  g NULL  -2.843e+01   1.504e+01  
OBS:  56228.305  r NULL   1.296e+01   5.503e+00  
OBS:  56228.312  i NULL   2.267e+01   9.425e+00  
OBS:  56228.320  z NULL   1.708e+01   5.812e+00  
OBS:  56229.320  g NULL   1.009e+00   1.406e+01  
OBS:  56229.332  r NULL   1.204e+01   7.259e+00  
OBS:  56229.348  i NULL   2.718e+01   1.296e+01  
OBS:  56230.070  z NULL   1.406e+01   7.140e+00  
OBS:  56230.316  g NULL   3.230e+00   1.368e+01  
OBS:  56230.328  r NULL   2.300e+01   6.690e+00  
OBS:  56230.344  i NULL   3.335e+01   1.241e+01  
OBS:  56231.301  g NULL  -1.613e+01   1.166e+01  
OBS:  56231.316  r NULL   1.150e+01   6.026e+00  
OBS:  56231.328  i NULL   2.526e+01   1.048e+01  
OBS:  56231.344  z NULL   5.030e+00   5.793e+00  
OBS:  56235.297  g NULL   2.199e+01   9.647e+00  
OBS:  56235.312  r NULL   1.779e+01   4.677e+00  
OBS:  56235.324  i NULL   1.922e+01   6.656e+00  
OBS:  56235.340  z NULL   1.214e+01   6.755e+00  
OBS:  56236.312  g NULL  -4.053e+00   7.812e+00  
OBS:  56236.324  r NULL   8.723e+00   3.738e+00  
OBS:  56236.340  i NULL   2.837e+01   6.109e+00  
OBS:  56237.074  z NULL   1.839e+01   7.021e+00  
OBS:  56237.340  g NULL  -8.822e+00   1.182e+01  
OBS:  56238.051  r NULL   1.209e+01   4.322e+00  
OBS:  56238.059  i NULL   2.536e+01   5.493e+00  
OBS:  56238.340  g NULL   1.191e+00   1.063e+01  
OBS:  56243.047  z NULL   1.026e+00   8.328e+00  
OBS:  56243.320  g NULL   1.431e+00   4.203e+00  
OBS:  56243.336  r NULL   8.354e+00   3.308e+00  
OBS:  56244.039  i NULL   1.680e+01   7.044e+00  
OBS:  56244.309  g NULL  -1.439e+00   4.126e+00  
OBS:  56244.320  r NULL   1.226e+01   3.238e+00  
OBS:  56245.047  z NULL   1.837e+01   5.024e+00  
OBS:  56245.320  g NULL   2.690e+00   4.233e+00  
OBS:  56246.055  r NULL   8.831e+00   2.396e+00  
OBS:  56246.070  i NULL   1.486e+01   3.901e+00  
OBS:  56247.223  g NULL   1.585e+00   2.984e+00  
OBS:  56247.230  z NULL   1.244e+01   4.394e+00  
OBS:  56248.305  r NULL   6.474e+00   2.384e+00  
OBS:  56248.316  i NULL   1.127e+01   4.239e+00  
