SURVEY: DES   
SNID:   51390   
IAUC:    UNKNOWN 
SNTYPE:  1 
FILTERS: griz 
RA:      34.500000  deg 
DECL:    -5.500000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0227    MW E(B-V) 
REDSHIFT_SPEC:     0.6147 +-  0.0050  
 


# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 35 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56282.160  g NULL  -4.562e+00   3.405e+00  
OBS:  56282.184  r NULL   5.781e+00   2.182e+00  
OBS:  56287.160  i NULL   1.371e+01   4.994e+00  
OBS:  56287.191  z NULL   1.113e+01   3.900e+00  
OBS:  56289.035  g NULL   1.325e+00   1.189e+01  
OBS:  56289.043  r NULL   2.589e+01   4.214e+00  
OBS:  56289.152  i NULL   1.209e+01   4.336e+00  
OBS:  56289.176  z NULL   2.094e+01   4.482e+00  
OBS:  56297.039  g NULL   1.812e+01   1.651e+00  
OBS:  56297.047  r NULL   5.188e+01   1.585e+00  
OBS:  56297.062  i NULL   5.146e+01   2.113e+00  
OBS:  56297.090  z NULL   4.761e+01   2.304e+00  
OBS:  56305.094  g NULL   2.037e+01   1.731e+00  
OBS:  56305.102  r NULL   7.450e+01   1.932e+00  
OBS:  56305.113  i NULL   7.284e+01   2.598e+00  
OBS:  56306.043  z NULL   7.770e+01   3.079e+00  
OBS:  56313.047  g NULL   2.444e+01   5.987e+00  
OBS:  56313.055  r NULL   7.069e+01   2.867e+00  
OBS:  56313.090  i NULL   8.116e+01   3.445e+00  
OBS:  56317.066  z NULL   7.710e+01   4.488e+00  
OBS:  56321.035  g NULL   1.139e+01   2.932e+00  
OBS:  56321.043  r NULL   5.711e+01   1.756e+00  
OBS:  56321.066  i NULL   6.391e+01   3.451e+00  
OBS:  56326.039  z NULL   6.361e+01   2.869e+00  
OBS:  56333.043  g NULL   5.534e+00   1.826e+00  
OBS:  56333.051  r NULL   2.775e+01   1.493e+00  
OBS:  56334.043  i NULL   4.095e+01   2.318e+00  
OBS:  56335.043  z NULL   4.649e+01   3.493e+00  
OBS:  56344.992  g NULL   3.223e+00   4.328e+00  
OBS:  56345.000  r NULL   1.309e+01   1.882e+00  
OBS:  56345.016  i NULL   2.554e+01   3.488e+00  
OBS:  56345.992  z NULL   3.591e+01   3.762e+00  
OBS:  56349.996  g NULL  -8.589e-01   3.965e+00  
OBS:  56350.004  r NULL   9.536e+00   2.068e+00  
OBS:  56350.996  i NULL   2.033e+01   3.048e+00  
