SURVEY: DES   
SNID:   179938   
IAUC:    UNKNOWN 
SNTYPE:  -9 
FILTERS: griz 
RA:      52.500000  deg 
DECL:    -27.500000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0097    MW E(B-V) 
REDSHIFT_SPEC:    -9.0000 +-  9.0000  
 


# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 32 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56311.043  g NULL   6.909e+01   3.045e+00  
OBS:  56311.055  r NULL   7.496e+01   2.077e+00  
OBS:  56311.074  i NULL   7.576e+01   2.794e+00  
OBS:  56311.098  z NULL   6.380e+01   2.716e+00  
OBS:  56317.125  g NULL   2.010e+02   5.756e+00  
OBS:  56317.141  r NULL   1.927e+02   4.077e+00  
OBS:  56318.109  i NULL   2.075e+02   4.788e+00  
OBS:  56318.141  z NULL   1.498e+02   4.087e+00  
OBS:  56321.090  g NULL   2.959e+02   8.878e+00  
OBS:  56321.098  r NULL   2.643e+02   5.791e+00  
OBS:  56321.109  i NULL   2.466e+02   5.767e+00  
OBS:  56321.141  z NULL   1.717e+02   4.367e+00  
OBS:  56332.039  g NULL   2.564e+02   5.172e+00  
OBS:  56332.051  r NULL   3.018e+02   5.741e+00  
OBS:  56332.070  i NULL   3.102e+02   6.022e+00  
OBS:  56332.094  z NULL   1.761e+02   4.180e+00  
OBS:  56340.043  g NULL   1.753e+02   4.392e+00  
OBS:  56340.055  r NULL   2.608e+02   5.162e+00  
OBS:  56340.074  i NULL   2.624e+02   5.622e+00  
OBS:  56340.098  z NULL   1.388e+02   3.954e+00  
OBS:  56348.055  g NULL   8.284e+01   3.691e+00  
OBS:  56348.070  r NULL   1.776e+02   3.947e+00  
OBS:  56349.004  i NULL   1.779e+02   4.098e+00  
OBS:  56349.027  z NULL   9.735e+01   3.039e+00  
OBS:  56350.043  g NULL   7.847e+01   4.167e+00  
OBS:  56350.055  r NULL   1.561e+02   3.462e+00  
OBS:  56350.070  i NULL   1.708e+02   4.507e+00  
OBS:  56350.098  z NULL   9.823e+01   5.198e+00  
OBS:  56351.043  g NULL   7.334e+01   3.683e+00  
OBS:  56351.055  r NULL   1.503e+02   3.342e+00  
OBS:  56351.070  i NULL   1.638e+02   4.344e+00  
OBS:  56351.098  z NULL   9.940e+01   5.132e+00  
