SURVEY: DES   
SNID:   8611   
IAUC:    UNKNOWN 
SNTYPE:  -9 
FILTERS: griz 
RA:      48.000000  deg 
DECL:    0.000000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0713    MW E(B-V) 
REDSHIFT_SPEC:    -9.0000 +-  9.0000  
 


# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 28 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56304.051  g NULL  -6.223e-02   2.483e+00  
OBS:  56304.055  r NULL   2.248e+00   1.661e+00  
OBS:  56304.070  i NULL   4.457e+00   2.511e+00  
OBS:  56304.086  z NULL   5.841e+00   3.936e+00  
OBS:  56312.055  g NULL   1.102e+01   7.581e+00  
OBS:  56312.066  r NULL   8.953e+00   2.976e+00  
OBS:  56312.090  i NULL   2.010e+01   5.041e+00  
OBS:  56312.113  z NULL   2.640e+01   5.454e+00  
OBS:  56320.043  g NULL  -9.783e-02   6.182e+00  
OBS:  56320.051  r NULL   2.155e+01   2.538e+00  
OBS:  56320.059  i NULL   2.895e+01   3.709e+00  
OBS:  56320.070  z NULL   2.530e+01   4.425e+00  
OBS:  56328.047  g NULL   2.017e+00   3.366e+00  
OBS:  56328.055  r NULL   1.617e+01   2.438e+00  
OBS:  56328.070  i NULL   2.700e+01   4.090e+00  
OBS:  56328.086  z NULL   2.012e+01   6.796e+00  
OBS:  56336.062  g NULL   1.808e-01   3.704e+00  
OBS:  56336.082  r NULL   7.747e+00   3.018e+00  
OBS:  56337.062  i NULL   2.053e+01   2.965e+00  
OBS:  56337.078  z NULL   2.517e+01   3.781e+00  
OBS:  56345.039  g NULL   7.263e+00   7.141e+00  
OBS:  56345.055  r NULL   6.908e-01   3.774e+00  
OBS:  56346.055  i NULL   1.446e+01   5.997e+00  
OBS:  56348.027  z NULL   1.732e+01   5.033e+00  
OBS:  56350.023  g NULL   1.173e+01   6.833e+00  
OBS:  56350.027  r NULL  -2.181e+00   3.939e+00  
OBS:  56350.035  i NULL   5.300e+00   6.686e+00  
OBS:  56351.023  z NULL   1.212e+01   6.103e+00  
