SURVEY: DES   
SNID:   22778   
IAUC:    UNKNOWN 
SNTYPE:  1 
FILTERS: griz 
RA:      34.500000  deg 
DECL:    -5.500000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0227    MW E(B-V) 
REDSHIFT_SPEC:     0.6094 +-  0.0050  
 


# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 107 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56221.062  g NULL   1.770e-01   4.488e+00  
OBS:  56221.074  r NULL  -1.429e+00   3.581e+00  
OBS:  56221.195  i NULL  -8.180e+00   1.346e+01  
OBS:  56221.227  z NULL   5.771e-01   4.013e+00  
OBS:  56222.047  g NULL   1.713e+01   6.427e+00  
OBS:  56222.062  r NULL   1.828e+00   3.126e+00  
OBS:  56222.191  i NULL  -4.297e-01   9.791e+00  
OBS:  56222.211  z NULL   9.030e+00   4.838e+00  
OBS:  56228.031  g NULL   7.174e+01   2.615e+01  
OBS:  56228.047  r NULL  -9.315e+00   1.164e+01  
OBS:  56228.156  i NULL   7.108e+00   5.182e+00  
OBS:  56228.188  z NULL   1.032e+01   2.850e+00  
OBS:  56229.031  g NULL  -1.398e+01   3.075e+01  
OBS:  56229.156  r NULL   9.346e+00   3.602e+00  
OBS:  56229.172  i NULL   5.136e+00   7.055e+00  
OBS:  56229.199  z NULL   1.619e+01   2.942e+00  
OBS:  56230.035  g NULL  -4.089e+00   9.316e+00  
OBS:  56230.043  r NULL   8.012e+00   3.869e+00  
OBS:  56230.191  i NULL   1.397e+01   6.325e+00  
OBS:  56230.215  z NULL   1.551e+01   2.937e+00  
OBS:  56231.035  g NULL  -2.929e+00   7.696e+00  
OBS:  56231.156  r NULL   1.594e+01   2.676e+00  
OBS:  56231.172  i NULL   2.207e+01   4.811e+00  
OBS:  56231.191  z NULL   1.780e+01   3.037e+00  
OBS:  56235.145  g NULL   1.279e+01   3.801e+00  
OBS:  56235.160  r NULL   3.106e+01   1.864e+00  
OBS:  56235.172  i NULL   3.713e+01   3.282e+00  
OBS:  56235.195  z NULL   2.965e+01   2.990e+00  
OBS:  56236.160  g NULL   1.063e+01   2.024e+00  
OBS:  56236.172  r NULL   3.722e+01   2.015e+00  
OBS:  56236.188  i NULL   3.637e+01   2.874e+00  
OBS:  56236.207  z NULL   3.511e+01   3.259e+00  
OBS:  56237.176  g NULL   1.424e+01   3.465e+00  
OBS:  56237.188  r NULL   4.106e+01   2.401e+00  
OBS:  56237.207  i NULL   4.474e+01   2.991e+00  
OBS:  56237.238  z NULL   3.716e+01   3.932e+00  
OBS:  56238.188  g NULL   1.431e+01   3.002e+00  
OBS:  56238.199  r NULL   4.576e+01   2.216e+00  
OBS:  56238.219  i NULL   4.389e+01   3.347e+00  
OBS:  56238.250  z NULL   4.088e+01   4.925e+00  
OBS:  56243.203  g NULL   1.701e+01   1.750e+00  
OBS:  56243.211  r NULL   5.821e+01   1.665e+00  
OBS:  56243.223  i NULL   5.816e+01   2.163e+00  
OBS:  56243.250  z NULL   5.284e+01   2.614e+00  
OBS:  56244.180  g NULL   1.530e+01   1.837e+00  
OBS:  56244.188  r NULL   5.644e+01   1.759e+00  
OBS:  56244.203  i NULL   6.123e+01   2.308e+00  
OBS:  56244.223  z NULL   4.850e+01   2.413e+00  
OBS:  56245.191  g NULL   1.147e+01   4.821e+00  
OBS:  56245.199  r NULL   5.782e+01   1.622e+00  
OBS:  56245.219  i NULL   5.881e+01   2.368e+00  
OBS:  56245.246  z NULL   5.758e+01   6.021e+00  
OBS:  56246.234  g NULL   1.380e+01   2.043e+00  
OBS:  56246.246  r NULL   5.763e+01   3.383e+00  
OBS:  56246.262  i NULL   6.453e+01   5.789e+00  
OBS:  56246.285  z NULL   5.841e+01   1.282e+01  
OBS:  56248.207  g NULL   1.486e+01   1.797e+00  
OBS:  56248.215  r NULL   6.173e+01   1.781e+00  
OBS:  56248.230  i NULL   6.000e+01   2.492e+00  
OBS:  56248.250  z NULL   5.650e+01   3.214e+00  
OBS:  56258.242  g NULL   6.344e+00   8.083e+00  
OBS:  56258.258  r NULL   3.785e+01   4.482e+00  
OBS:  56259.160  i NULL   5.336e+01   4.655e+00  
OBS:  56259.180  z NULL   4.815e+01   3.192e+00  
OBS:  56261.215  g NULL   4.351e+00   3.961e+00  
OBS:  56261.230  r NULL   3.502e+01   1.978e+00  
OBS:  56267.156  i NULL   3.362e+01   2.309e+00  
OBS:  56267.180  z NULL   3.615e+01   3.126e+00  
