SURVEY: DES   
SNID:   41460   
IAUC:    UNKNOWN 
SNTYPE:  -9 
FILTERS: griz 
RA:      34.500000  deg 
DECL:    -5.500000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0227    MW E(B-V) 
REDSHIFT_SPEC:    -9.0000 +-  9.0000  
 


# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 59 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56245.191  g NULL  -3.134e+00   4.785e+00  
OBS:  56245.199  r NULL   1.676e+00   1.175e+00  
OBS:  56245.219  i NULL  -8.060e-01   2.076e+00  
OBS:  56245.246  z NULL  -6.211e+00   5.918e+00  
OBS:  56246.234  g NULL   7.317e-01   1.999e+00  
OBS:  56246.246  r NULL  -3.257e+00   3.168e+00  
OBS:  56246.262  i NULL   5.959e+00   5.641e+00  
OBS:  56246.285  z NULL   4.762e+00   1.277e+01  
OBS:  56248.207  g NULL  -1.846e+00   1.752e+00  
OBS:  56248.215  r NULL  -1.172e+00   1.325e+00  
OBS:  56248.230  i NULL   9.839e-01   2.206e+00  
OBS:  56248.250  z NULL  -1.725e-05   3.029e+00  
OBS:  56258.242  g NULL   6.005e+00   8.082e+00  
OBS:  56258.258  r NULL  -1.268e+00   4.418e+00  
OBS:  56259.160  i NULL   5.109e+00   4.541e+00  
OBS:  56259.180  z NULL   4.001e+00   3.060e+00  
OBS:  56261.215  g NULL   8.076e+00   3.964e+00  
OBS:  56261.230  r NULL   4.849e+00   1.857e+00  
OBS:  56267.156  i NULL   1.906e+01   2.246e+00  
OBS:  56267.180  z NULL   2.049e+01   3.075e+00  
OBS:  56274.160  g NULL   2.548e+01   2.132e+00  
OBS:  56274.176  r NULL   2.480e+01   1.531e+00  
OBS:  56275.223  i NULL   1.936e+01   3.034e+00  
OBS:  56276.191  z NULL   2.728e+01   3.442e+00  
OBS:  56282.160  g NULL   1.411e+01   3.429e+00  
OBS:  56282.184  r NULL   2.346e+01   2.230e+00  
OBS:  56287.160  i NULL   2.779e+01   5.015e+00  
OBS:  56287.191  z NULL   2.587e+01   3.925e+00  
OBS:  56289.035  g NULL   1.876e+01   1.190e+01  
OBS:  56289.043  r NULL   1.962e+01   4.202e+00  
OBS:  56289.152  i NULL   2.375e+01   4.353e+00  
OBS:  56289.176  z NULL   2.078e+01   4.482e+00  
OBS:  56297.039  g NULL   4.688e+00   1.594e+00  
OBS:  56297.047  r NULL   1.499e+01   1.261e+00  
OBS:  56297.062  i NULL   1.979e+01   1.905e+00  
OBS:  56297.090  z NULL   2.387e+01   2.168e+00  
OBS:  56305.094  g NULL  -1.899e-01   1.650e+00  
OBS:  56305.102  r NULL   1.288e+01   1.330e+00  
OBS:  56305.113  i NULL   1.649e+01   2.218e+00  
OBS:  56306.043  z NULL   2.068e+01   2.740e+00  
OBS:  56313.047  g NULL   5.574e+00   5.962e+00  
OBS:  56313.055  r NULL   1.392e+01   2.540e+00  
OBS:  56313.090  i NULL   1.351e+01   3.092e+00  
OBS:  56317.066  z NULL   1.106e+01   4.255e+00  
OBS:  56321.035  g NULL  -1.320e+00   2.914e+00  
OBS:  56321.043  r NULL   7.144e+00   1.376e+00  
OBS:  56321.066  i NULL   1.474e+01   3.232e+00  
OBS:  56326.039  z NULL   1.749e+01   2.628e+00  
OBS:  56333.043  g NULL   3.541e+00   1.818e+00  
OBS:  56333.051  r NULL   7.354e+00   1.393e+00  
OBS:  56334.043  i NULL   1.707e+01   2.203e+00  
OBS:  56335.043  z NULL   1.751e+01   3.397e+00  
OBS:  56344.992  g NULL   2.336e+00   4.327e+00  
OBS:  56345.000  r NULL   5.392e+00   1.866e+00  
OBS:  56345.016  i NULL   8.578e+00   3.456e+00  
OBS:  56345.992  z NULL   1.866e+01   3.716e+00  
OBS:  56349.996  g NULL   2.343e+00   3.963e+00  
OBS:  56350.004  r NULL   1.567e+00   2.059e+00  
OBS:  56350.996  i NULL   1.306e+01   3.032e+00  
