SURVEY: DES   
SNID:   52121   
IAUC:    UNKNOWN 
SNTYPE:  1 
FILTERS: griz 
RA:      48.000000  deg 
DECL:    0.000000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0713    MW E(B-V) 
REDSHIFT_SPEC:     0.4794 +-  0.0050  
 


# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 99 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56178.234  g NULL  -3.814e+00   1.048e+01  
OBS:  56178.250  r NULL   1.065e+01   7.844e+00  
OBS:  56178.266  i NULL  -1.813e+01   9.318e+00  
OBS:  56179.211  z NULL   3.095e+00   5.329e+00  
OBS:  56180.219  g NULL  -4.057e+00   3.208e+00  
OBS:  56180.234  r NULL  -7.932e-01   2.428e+00  
OBS:  56180.250  i NULL   2.731e+00   4.312e+00  
OBS:  56188.191  z NULL   1.277e+01   2.733e+01  
OBS:  56188.340  g NULL  -2.126e+01   2.560e+01  
OBS:  56188.355  r NULL   2.368e+01   4.198e+00  
OBS:  56189.195  i NULL   3.397e+01   3.097e+01  
OBS:  56194.215  g NULL   2.122e+01   4.827e+00  
OBS:  56194.223  r NULL   5.518e+01   5.563e+00  
OBS:  56194.227  z NULL   5.918e+01   6.644e+00  
OBS:  56200.234  i NULL   4.541e+01   1.202e+01  
OBS:  56208.160  g NULL   1.851e+01   3.042e+00  
OBS:  56208.176  r NULL   7.278e+01   2.846e+00  
OBS:  56208.191  z NULL   6.127e+01   5.080e+00  
OBS:  56210.156  i NULL   7.732e+01   7.190e+00  
OBS:  56216.164  g NULL   9.827e+00   2.715e+00  
OBS:  56216.176  r NULL   4.751e+01   2.267e+00  
OBS:  56216.191  z NULL   4.470e+01   4.140e+00  
OBS:  56219.211  i NULL   4.956e+01   3.156e+00  
OBS:  56221.148  g NULL   1.585e+01   1.592e+01  
OBS:  56221.160  r NULL   2.338e+01   6.090e+00  
OBS:  56221.176  z NULL   3.728e+01   1.542e+01  
OBS:  56222.105  i NULL   4.339e+01   9.239e+00  
